[INFO] [1729174421.341131]: Waiting for sensor data...
[INFO] [1729174421.443595]: Calculated Dynamic CoM: x=5.09295707176, y=-0.987625606921, z=25.6044681209
[INFO] [1729174421.443835]: Projected CoM on the ground: x=5.09295707176, y=-0.987625606921, z=0
[INFO] [1729174421.443962]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.242022]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.242332]: Calculated Dynamic ZMP: x=-1.09551624072, y=1.36212985837
[INFO] [1729174838.242574]: Calculated ZMP: x=-1.09551624072, y=1.36212985837
[INFO] [1729174838.341465]: Calculated Dynamic CoM: x=-7.72658526895, y=-0.47612655957, z=24.9844294138
[INFO] [1729174838.341999]: Projected CoM on the ground: x=-7.72658526895, y=-0.47612655957, z=0
[INFO] [1729174838.342245]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.342460]: Calculated Dynamic ZMP: x=-14.7021708954, y=-2.04311374847
[INFO] [1729174838.342689]: Calculated ZMP: x=-14.7021708954, y=-2.04311374847
[INFO] [1729174838.442009]: Calculated Dynamic CoM: x=-1.23889410789, y=-1.00866076943, z=26.1157529659
[INFO] [1729174838.442639]: Projected CoM on the ground: x=-1.23889410789, y=-1.00866076943, z=0
[INFO] [1729174838.442852]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.443044]: Calculated Dynamic ZMP: x=-2.23321217522, y=-0.885812438077
[INFO] [1729174838.443365]: Calculated ZMP: x=-2.23321217522, y=-0.885812438077
[INFO] [1729174838.541344]: Calculated Dynamic CoM: x=3.99652519908, y=-1.53794844057, z=25.7667674962
[INFO] [1729174838.541636]: Projected CoM on the ground: x=3.99652519908, y=-1.53794844057, z=0
[INFO] [1729174838.541896]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.542116]: Calculated Dynamic ZMP: x=8.53814057031, y=-5.14104314912
[INFO] [1729174838.542310]: Calculated ZMP: x=8.53814057031, y=-5.14104314912
[INFO] [1729174838.641354]: Calculated Dynamic CoM: x=-1.42170337713, y=-0.794362204015, z=26.0237785614
[INFO] [1729174838.641637]: Projected CoM on the ground: x=-1.42170337713, y=-0.794362204015, z=0
[INFO] [1729174838.641860]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.642069]: Calculated Dynamic ZMP: x=-2.43636119538, y=-4.15353714629
[INFO] [1729174838.642219]: Calculated ZMP: x=-2.43636119538, y=-4.15353714629
[INFO] [1729174838.741339]: Calculated Dynamic CoM: x=-0.67388811661, y=-0.955923739171, z=26.0458503145
[INFO] [1729174838.741617]: Projected CoM on the ground: x=-0.67388811661, y=-0.955923739171, z=0
[INFO] [1729174838.741892]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.742091]: Calculated Dynamic ZMP: x=-1.18195014135, y=-2.78988317312
[INFO] [1729174838.742435]: Calculated ZMP: x=-1.18195014135, y=-2.78988317312
[INFO] [1729174838.841357]: Calculated Dynamic CoM: x=1.54224345503, y=-0.950040439486, z=26.0428112027
[INFO] [1729174838.841678]: Projected CoM on the ground: x=1.54224345503, y=-0.950040439486, z=0
[INFO] [1729174838.841890]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.842084]: Calculated Dynamic ZMP: x=3.60510582818, y=0.19382675245
[INFO] [1729174838.842269]: Calculated ZMP: x=3.60510582818, y=0.19382675245
[INFO] [1729174838.942117]: Calculated Dynamic CoM: x=-3.01863916047, y=-0.631743470331, z=25.9613791499
[INFO] [1729174838.942872]: Projected CoM on the ground: x=-3.01863916047, y=-0.631743470331, z=0
[INFO] [1729174838.943040]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174838.943207]: Calculated Dynamic ZMP: x=-5.64263514587, y=-3.62126354087
[INFO] [1729174838.943361]: Calculated ZMP: x=-5.64263514587, y=-3.62126354087
[INFO] [1729174839.041508]: Calculated Dynamic CoM: x=6.81317299388, y=-0.423939446187, z=25.2403257956
[INFO] [1729174839.042244]: Projected CoM on the ground: x=6.81317299388, y=-0.423939446187, z=0
[INFO] [1729174839.042528]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.042857]: Calculated Dynamic ZMP: x=14.1346107478, y=1.87438076617
[INFO] [1729174839.043094]: Calculated ZMP: x=14.1346107478, y=1.87438076617
[INFO] [1729174839.141424]: Calculated Dynamic CoM: x=8.8103274039, y=-1.21647850006, z=24.5676486007
[INFO] [1729174839.141728]: Projected CoM on the ground: x=8.8103274039, y=-1.21647850006, z=0
[INFO] [1729174839.141962]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.142160]: Calculated Dynamic ZMP: x=18.2737124292, y=-1.85020554853
[INFO] [1729174839.142372]: Calculated ZMP: x=18.2737124292, y=-1.85020554853
[INFO] [1729174839.242857]: Calculated Dynamic CoM: x=7.58448228936, y=-1.86014612537, z=24.9144255584
[INFO] [1729174839.243357]: Projected CoM on the ground: x=7.58448228936, y=-1.86014612537, z=0
[INFO] [1729174839.243626]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.243833]: Calculated Dynamic ZMP: x=16.7243414772, y=-5.10654149847
[INFO] [1729174839.244040]: Calculated ZMP: x=16.7243414772, y=-5.10654149847
[INFO] [1729174839.342030]: Calculated Dynamic CoM: x=11.5516811056, y=-1.49889553932, z=23.3579607389
[INFO] [1729174839.342383]: Projected CoM on the ground: x=11.5516811056, y=-1.49889553932, z=0
[INFO] [1729174839.342625]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.342827]: Calculated Dynamic ZMP: x=23.5021964468, y=-2.5238240139
[INFO] [1729174839.343032]: Calculated ZMP: x=23.5021964468, y=-2.5238240139
[INFO] [1729174839.441458]: Calculated Dynamic CoM: x=9.39316246805, y=-0.966641243711, z=24.3547953525
[INFO] [1729174839.442133]: Projected CoM on the ground: x=9.39316246805, y=-0.966641243711, z=0
[INFO] [1729174839.442967]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.443525]: Calculated Dynamic ZMP: x=17.5822983124, y=-0.88770964793
[INFO] [1729174839.444536]: Calculated ZMP: x=17.5822983124, y=-0.88770964793
[INFO] [1729174839.541443]: Calculated Dynamic CoM: x=8.30079593304, y=-1.3686761787, z=24.7457901489
[INFO] [1729174839.542039]: Projected CoM on the ground: x=8.30079593304, y=-1.3686761787, z=0
[INFO] [1729174839.542269]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.542464]: Calculated Dynamic ZMP: x=15.3346034341, y=-2.27692530085
[INFO] [1729174839.542666]: Calculated ZMP: x=15.3346034341, y=-2.27692530085
[INFO] [1729174839.641404]: Calculated Dynamic CoM: x=3.25459555994, y=-1.46374563437, z=25.8882498712
[INFO] [1729174839.641836]: Projected CoM on the ground: x=3.25459555994, y=-1.46374563437, z=0
[INFO] [1729174839.642116]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.642340]: Calculated Dynamic ZMP: x=6.14159640323, y=-4.39385861464
[INFO] [1729174839.642545]: Calculated ZMP: x=6.14159640323, y=-4.39385861464
[INFO] [1729174839.741354]: Calculated Dynamic CoM: x=5.23822305373, y=-1.78513969325, z=25.5178841098
[INFO] [1729174839.741719]: Projected CoM on the ground: x=5.23822305373, y=-1.78513969325, z=0
[INFO] [1729174839.742214]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.742440]: Calculated Dynamic ZMP: x=10.0305013925, y=-5.01207681812
[INFO] [1729174839.742655]: Calculated ZMP: x=10.0305013925, y=-5.01207681812
[INFO] [1729174839.841361]: Calculated Dynamic CoM: x=8.91414864009, y=-1.80693627607, z=24.4573526629
[INFO] [1729174839.841680]: Projected CoM on the ground: x=8.91414864009, y=-1.80693627607, z=0
[INFO] [1729174839.841928]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.842157]: Calculated Dynamic ZMP: x=17.1112297767, y=-3.77336608563
[INFO] [1729174839.842345]: Calculated ZMP: x=17.1112297767, y=-3.77336608563
[INFO] [1729174839.941359]: Calculated Dynamic CoM: x=9.57749695908, y=-2.13521852008, z=24.1639683498
[INFO] [1729174839.941661]: Projected CoM on the ground: x=9.57749695908, y=-2.13521852008, z=0
[INFO] [1729174839.941933]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174839.942150]: Calculated Dynamic ZMP: x=18.5156022498, y=-4.69773765352
[INFO] [1729174839.942361]: Calculated ZMP: x=18.5156022498, y=-4.69773765352
[INFO] [1729174840.041514]: Calculated Dynamic CoM: x=9.1082914427, y=-2.62616174714, z=24.3130644922
[INFO] [1729174840.042115]: Projected CoM on the ground: x=9.1082914427, y=-2.62616174714, z=0
[INFO] [1729174840.042503]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.042726]: Calculated Dynamic ZMP: x=16.9056712775, y=-6.60918329821
[INFO] [1729174840.042910]: Calculated ZMP: x=16.9056712775, y=-6.60918329821
[INFO] [1729174840.141459]: Calculated Dynamic CoM: x=7.22442571388, y=-2.12520451711, z=25.0189377962
[INFO] [1729174840.141776]: Projected CoM on the ground: x=7.22442571388, y=-2.12520451711, z=0
[INFO] [1729174840.142017]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.142215]: Calculated Dynamic ZMP: x=14.9172262544, y=-6.00224990347
[INFO] [1729174840.142399]: Calculated ZMP: x=14.9172262544, y=-6.00224990347
[INFO] [1729174840.241413]: Calculated Dynamic CoM: x=6.93359916499, y=-1.66030152723, z=25.1320776345
[INFO] [1729174840.241907]: Projected CoM on the ground: x=6.93359916499, y=-1.66030152723, z=0
[INFO] [1729174840.242130]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.242316]: Calculated Dynamic ZMP: x=13.8737418375, y=-3.95282238398
[INFO] [1729174840.242527]: Calculated ZMP: x=13.8737418375, y=-3.95282238398
[INFO] [1729174840.341437]: Calculated Dynamic CoM: x=4.08235896543, y=-1.34964741851, z=25.7441250155
[INFO] [1729174840.341938]: Projected CoM on the ground: x=4.08235896543, y=-1.34964741851, z=0
[INFO] [1729174840.342151]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.342336]: Calculated Dynamic ZMP: x=8.20207226285, y=-3.43805288672
[INFO] [1729174840.342531]: Calculated ZMP: x=8.20207226285, y=-3.43805288672
[INFO] [1729174840.441525]: Calculated Dynamic CoM: x=2.99990070293, y=-1.27861181522, z=25.8819791848
[INFO] [1729174840.441880]: Projected CoM on the ground: x=2.99990070293, y=-1.27861181522, z=0
[INFO] [1729174840.442113]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.442323]: Calculated Dynamic ZMP: x=6.36057890144, y=-3.74722252265
[INFO] [1729174840.442526]: Calculated ZMP: x=6.36057890144, y=-3.74722252265
[INFO] [1729174840.542131]: Calculated Dynamic CoM: x=4.0670922809, y=-2.39697381721, z=25.6364114275
[INFO] [1729174840.542450]: Projected CoM on the ground: x=4.0670922809, y=-2.39697381721, z=0
[INFO] [1729174840.542666]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.542813]: Calculated Dynamic ZMP: x=8.76032808367, y=-10.4197423846
[INFO] [1729174840.542962]: Calculated ZMP: x=8.76032808367, y=-10.4197423846
[INFO] [1729174840.641408]: Calculated Dynamic CoM: x=2.2694931125, y=-1.83226906247, z=25.9284674912
[INFO] [1729174840.642196]: Projected CoM on the ground: x=2.2694931125, y=-1.83226906247, z=0
[INFO] [1729174840.642799]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.643707]: Calculated Dynamic ZMP: x=5.16698446065, y=-10.4144130079
[INFO] [1729174840.644264]: Calculated ZMP: x=5.16698446065, y=-10.4144130079
[INFO] [1729174840.741430]: Calculated Dynamic CoM: x=-0.899191000369, y=-0.799940079525, z=26.0952963993
[INFO] [1729174840.741713]: Projected CoM on the ground: x=-0.899191000369, y=-0.799940079525, z=0
[INFO] [1729174840.741977]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.742172]: Calculated Dynamic ZMP: x=-1.5583851574, y=-8.30198282554
[INFO] [1729174840.742363]: Calculated ZMP: x=-1.5583851574, y=-8.30198282554
[INFO] [1729174840.841351]: Calculated Dynamic CoM: x=-0.755967773845, y=-0.912482761751, z=26.0906626547
[INFO] [1729174840.841657]: Projected CoM on the ground: x=-0.755967773845, y=-0.912482761751, z=0
[INFO] [1729174840.841899]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.842103]: Calculated Dynamic ZMP: x=-1.29516298974, y=-4.20606995761
[INFO] [1729174840.842304]: Calculated ZMP: x=-1.29516298974, y=-4.20606995761
[INFO] [1729174840.941325]: Calculated Dynamic CoM: x=-0.949839227165, y=-0.821682655904, z=26.0720829995
[INFO] [1729174840.941579]: Projected CoM on the ground: x=-0.949839227165, y=-0.821682655904, z=0
[INFO] [1729174840.941734]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174840.941941]: Calculated Dynamic ZMP: x=-1.56828637686, y=-5.82964479406
[INFO] [1729174840.942133]: Calculated ZMP: x=-1.56828637686, y=-5.82964479406
[INFO] [1729174841.041325]: Calculated Dynamic CoM: x=0.209371602871, y=-1.05515865826, z=26.0733031374
[INFO] [1729174841.041614]: Projected CoM on the ground: x=0.209371602871, y=-1.05515865826, z=0
[INFO] [1729174841.041855]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.042044]: Calculated Dynamic ZMP: x=0.724655209621, y=-6.01067423065
[INFO] [1729174841.042237]: Calculated ZMP: x=0.724655209621, y=-6.01067423065
[INFO] [1729174841.141432]: Calculated Dynamic CoM: x=-1.7523190357, y=-0.205015664059, z=26.044620503
[INFO] [1729174841.142466]: Projected CoM on the ground: x=-1.7523190357, y=-0.205015664059, z=0
[INFO] [1729174841.142706]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.142909]: Calculated Dynamic ZMP: x=-3.10103541279, y=-12.2417812976
[INFO] [1729174841.143097]: Calculated ZMP: x=-3.10103541279, y=-12.2417812976
[INFO] [1729174841.241436]: Calculated Dynamic CoM: x=-2.60105805734, y=0.0368092621789, z=25.9942532103
[INFO] [1729174841.241746]: Projected CoM on the ground: x=-2.60105805734, y=0.0368092621789, z=0
[INFO] [1729174841.242417]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.242658]: Calculated Dynamic ZMP: x=-4.80134303406, y=-9.80023310965
[INFO] [1729174841.242849]: Calculated ZMP: x=-4.80134303406, y=-9.80023310965
[INFO] [1729174841.341727]: Calculated Dynamic CoM: x=-4.33626878302, y=0.0325501767021, z=25.749383629
[INFO] [1729174841.342593]: Projected CoM on the ground: x=-4.33626878302, y=0.0325501767021, z=0
[INFO] [1729174841.342825]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.343021]: Calculated Dynamic ZMP: x=-8.60234488984, y=-6.30317768726
[INFO] [1729174841.343198]: Calculated ZMP: x=-8.60234488984, y=-6.30317768726
[INFO] [1729174841.442067]: Calculated Dynamic CoM: x=-3.00340590605, y=-0.143136037587, z=25.9296499641
[INFO] [1729174841.442387]: Projected CoM on the ground: x=-3.00340590605, y=-0.143136037587, z=0
[INFO] [1729174841.442590]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.442762]: Calculated Dynamic ZMP: x=-5.56368720112, y=-7.09635746403
[INFO] [1729174841.442928]: Calculated ZMP: x=-5.56368720112, y=-7.09635746403
[INFO] [1729174841.541419]: Calculated Dynamic CoM: x=-2.48397930099, y=-0.123331112191, z=25.9708259767
[INFO] [1729174841.541715]: Projected CoM on the ground: x=-2.48397930099, y=-0.123331112191, z=0
[INFO] [1729174841.542271]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.542484]: Calculated Dynamic ZMP: x=-4.61397922408, y=-9.13678605083
[INFO] [1729174841.542685]: Calculated ZMP: x=-4.61397922408, y=-9.13678605083
[INFO] [1729174841.642729]: Calculated Dynamic CoM: x=-2.61544766462, y=-0.197724597867, z=25.9524214985
[INFO] [1729174841.643085]: Projected CoM on the ground: x=-2.61544766462, y=-0.197724597867, z=0
[INFO] [1729174841.643539]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.643733]: Calculated Dynamic ZMP: x=-5.17092052137, y=-9.02436298657
[INFO] [1729174841.643918]: Calculated ZMP: x=-5.17092052137, y=-9.02436298657
[INFO] [1729174841.742187]: Calculated Dynamic CoM: x=-2.17073886948, y=0.0837309938239, z=25.9783050889
[INFO] [1729174841.742486]: Projected CoM on the ground: x=-2.17073886948, y=0.0837309938239, z=0
[INFO] [1729174841.742689]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.742859]: Calculated Dynamic ZMP: x=-4.00843126768, y=-12.7464986074
[INFO] [1729174841.743052]: Calculated ZMP: x=-4.00843126768, y=-12.7464986074
[INFO] [1729174841.841468]: Calculated Dynamic CoM: x=-2.50807676331, y=-0.113957302453, z=25.9592417278
[INFO] [1729174841.841820]: Projected CoM on the ground: x=-2.50807676331, y=-0.113957302453, z=0
[INFO] [1729174841.842226]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.842427]: Calculated Dynamic ZMP: x=-4.70675569495, y=-9.30734402681
[INFO] [1729174841.842598]: Calculated ZMP: x=-4.70675569495, y=-9.30734402681
[INFO] [1729174841.941364]: Calculated Dynamic CoM: x=-2.12854298892, y=-0.421204932079, z=26.0241901146
[INFO] [1729174841.941599]: Projected CoM on the ground: x=-2.12854298892, y=-0.421204932079, z=0
[INFO] [1729174841.941759]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174841.941920]: Calculated Dynamic ZMP: x=-4.12649076138, y=-8.35835693786
[INFO] [1729174841.942059]: Calculated ZMP: x=-4.12649076138, y=-8.35835693786
[INFO] [1729174842.041327]: Calculated Dynamic CoM: x=-1.87488951264, y=-0.518732576858, z=26.0429620662
[INFO] [1729174842.041603]: Projected CoM on the ground: x=-1.87488951264, y=-0.518732576858, z=0
[INFO] [1729174842.041847]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.042042]: Calculated Dynamic ZMP: x=-3.39016389026, y=-7.1982752092
[INFO] [1729174842.042228]: Calculated ZMP: x=-3.39016389026, y=-7.1982752092
[INFO] [1729174842.141327]: Calculated Dynamic CoM: x=-0.671044431807, y=-0.829484211704, z=26.0721438579
[INFO] [1729174842.141625]: Projected CoM on the ground: x=-0.671044431807, y=-0.829484211704, z=0
[INFO] [1729174842.141885]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.142091]: Calculated Dynamic ZMP: x=-0.948577565229, y=-9.13327141005
[INFO] [1729174842.142226]: Calculated ZMP: x=-0.948577565229, y=-9.13327141005
[INFO] [1729174842.241670]: Calculated Dynamic CoM: x=-0.383659088871, y=-0.92740540986, z=26.0666212506
[INFO] [1729174842.242130]: Projected CoM on the ground: x=-0.383659088871, y=-0.92740540986, z=0
[INFO] [1729174842.242375]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.242585]: Calculated Dynamic ZMP: x=-0.354814745715, y=-10.5365419387
[INFO] [1729174842.242807]: Calculated ZMP: x=-0.354814745715, y=-10.5365419387
[INFO] [1729174842.341419]: Calculated Dynamic CoM: x=0.409678817655, y=-1.31763080586, z=26.0324348522
[INFO] [1729174842.341744]: Projected CoM on the ground: x=0.409678817655, y=-1.31763080586, z=0
[INFO] [1729174842.342051]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.342250]: Calculated Dynamic ZMP: x=1.39069824169, y=-12.2093902685
[INFO] [1729174842.342429]: Calculated ZMP: x=1.39069824169, y=-12.2093902685
[INFO] [1729174842.441444]: Calculated Dynamic CoM: x=-1.5209305353, y=-0.498821721167, z=26.0310171948
[INFO] [1729174842.441773]: Projected CoM on the ground: x=-1.5209305353, y=-0.498821721167, z=0
[INFO] [1729174842.442359]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.442572]: Calculated Dynamic ZMP: x=-2.66881896032, y=-9.53503167633
[INFO] [1729174842.442811]: Calculated ZMP: x=-2.66881896032, y=-9.53503167633
[INFO] [1729174842.541468]: Calculated Dynamic CoM: x=-1.84798513495, y=-0.468614620249, z=26.0339109797
[INFO] [1729174842.542306]: Projected CoM on the ground: x=-1.84798513495, y=-0.468614620249, z=0
[INFO] [1729174842.542598]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.542833]: Calculated Dynamic ZMP: x=-3.55126222748, y=-9.13341618801
[INFO] [1729174842.543081]: Calculated ZMP: x=-3.55126222748, y=-9.13341618801
[INFO] [1729174842.641451]: Calculated Dynamic CoM: x=-0.0510720945525, y=-1.0263566785, z=26.0846243294
[INFO] [1729174842.641751]: Projected CoM on the ground: x=-0.0510720945525, y=-1.0263566785, z=0
[INFO] [1729174842.642294]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.642486]: Calculated Dynamic ZMP: x=0.261521839787, y=-8.05699323327
[INFO] [1729174842.642659]: Calculated ZMP: x=0.261521839787, y=-8.05699323327
[INFO] [1729174842.741356]: Calculated Dynamic CoM: x=-1.3580108681, y=-0.582736725747, z=26.0480849267
[INFO] [1729174842.742170]: Projected CoM on the ground: x=-1.3580108681, y=-0.582736725747, z=0
[INFO] [1729174842.742452]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.742680]: Calculated Dynamic ZMP: x=-2.3745473706, y=-9.3953218237
[INFO] [1729174842.742880]: Calculated ZMP: x=-2.3745473706, y=-9.3953218237
[INFO] [1729174842.841423]: Calculated Dynamic CoM: x=-0.111424825267, y=-1.02817654581, z=26.067116391
[INFO] [1729174842.842074]: Projected CoM on the ground: x=-0.111424825267, y=-1.02817654581, z=0
[INFO] [1729174842.842320]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.842532]: Calculated Dynamic ZMP: x=0.271097754944, y=-11.2664686528
[INFO] [1729174842.842710]: Calculated ZMP: x=0.271097754944, y=-11.2664686528
[INFO] [1729174842.942249]: Calculated Dynamic CoM: x=-0.38768400627, y=-0.930367895829, z=26.0643373833
[INFO] [1729174842.943197]: Projected CoM on the ground: x=-0.38768400627, y=-0.930367895829, z=0
[INFO] [1729174842.943793]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174842.945231]: Calculated Dynamic ZMP: x=-0.188997956036, y=-13.7268266354
[INFO] [1729174842.945798]: Calculated ZMP: x=-0.188997956036, y=-13.7268266354
[INFO] [1729174843.041400]: Calculated Dynamic CoM: x=-2.30858619718, y=-0.113306997021, z=25.9906142588
[INFO] [1729174843.041669]: Projected CoM on the ground: x=-2.30858619718, y=-0.113306997021, z=0
[INFO] [1729174843.042122]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.042303]: Calculated Dynamic ZMP: x=-4.28434478319, y=-10.1077955971
[INFO] [1729174843.042451]: Calculated ZMP: x=-4.28434478319, y=-10.1077955971
[INFO] [1729174843.141327]: Calculated Dynamic CoM: x=-2.18927028931, y=-0.394545512764, z=25.9978790329
[INFO] [1729174843.141592]: Projected CoM on the ground: x=-2.18927028931, y=-0.394545512764, z=0
[INFO] [1729174843.141811]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.142006]: Calculated Dynamic ZMP: x=-4.00128273621, y=-7.45528672446
[INFO] [1729174843.142203]: Calculated ZMP: x=-4.00128273621, y=-7.45528672446
[INFO] [1729174843.241339]: Calculated Dynamic CoM: x=-2.64937828396, y=-0.0110214887159, z=25.9592288457
[INFO] [1729174843.241611]: Projected CoM on the ground: x=-2.64937828396, y=-0.0110214887159, z=0
[INFO] [1729174843.241900]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.242114]: Calculated Dynamic ZMP: x=-4.92780024028, y=-9.36387745272
[INFO] [1729174843.242248]: Calculated ZMP: x=-4.92780024028, y=-9.36387745272
[INFO] [1729174843.341319]: Calculated Dynamic CoM: x=-2.10069766552, y=-0.124298822144, z=26.0095256949
[INFO] [1729174843.341607]: Projected CoM on the ground: x=-2.10069766552, y=-0.124298822144, z=0
[INFO] [1729174843.341859]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.342066]: Calculated Dynamic ZMP: x=-3.8186205841, y=-10.8402006186
[INFO] [1729174843.342198]: Calculated ZMP: x=-3.8186205841, y=-10.8402006186
[INFO] [1729174843.441669]: Calculated Dynamic CoM: x=-1.76451424096, y=-0.216570695156, z=26.0347367043
[INFO] [1729174843.442335]: Projected CoM on the ground: x=-1.76451424096, y=-0.216570695156, z=0
[INFO] [1729174843.442529]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.442709]: Calculated Dynamic ZMP: x=-3.14730163319, y=-12.1559568601
[INFO] [1729174843.443196]: Calculated ZMP: x=-3.14730163319, y=-12.1559568601
[INFO] [1729174843.541438]: Calculated Dynamic CoM: x=-0.875131369039, y=-0.69558411882, z=26.0724731513
[INFO] [1729174843.541729]: Projected CoM on the ground: x=-0.875131369039, y=-0.69558411882, z=0
[INFO] [1729174843.542126]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.542323]: Calculated Dynamic ZMP: x=-1.29897736625, y=-12.1455762785
[INFO] [1729174843.542497]: Calculated ZMP: x=-1.29897736625, y=-12.1455762785
[INFO] [1729174843.641455]: Calculated Dynamic CoM: x=-0.614780807593, y=-0.84683740342, z=26.0766556822
[INFO] [1729174843.641786]: Projected CoM on the ground: x=-0.614780807593, y=-0.84683740342, z=0
[INFO] [1729174843.642237]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.642442]: Calculated Dynamic ZMP: x=-0.829884772375, y=-9.34221632249
[INFO] [1729174843.642621]: Calculated ZMP: x=-0.829884772375, y=-9.34221632249
[INFO] [1729174843.741402]: Calculated Dynamic CoM: x=1.78699535232, y=-1.62799122156, z=25.9886342909
[INFO] [1729174843.741823]: Projected CoM on the ground: x=1.78699535232, y=-1.62799122156, z=0
[INFO] [1729174843.742096]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.742355]: Calculated Dynamic ZMP: x=3.95946567881, y=-9.20026474189
[INFO] [1729174843.742549]: Calculated ZMP: x=3.95946567881, y=-9.20026474189
[INFO] [1729174843.841434]: Calculated Dynamic CoM: x=4.45471595177, y=-2.2568282685, z=25.6211720551
[INFO] [1729174843.841785]: Projected CoM on the ground: x=4.45471595177, y=-2.2568282685, z=0
[INFO] [1729174843.842105]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.842305]: Calculated Dynamic ZMP: x=9.26462892543, y=-8.78664956932
[INFO] [1729174843.842497]: Calculated ZMP: x=9.26462892543, y=-8.78664956932
[INFO] [1729174843.941702]: Calculated Dynamic CoM: x=4.94091876205, y=-2.22846351954, z=25.5387112099
[INFO] [1729174843.942248]: Projected CoM on the ground: x=4.94091876205, y=-2.22846351954, z=0
[INFO] [1729174843.942468]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729174843.942694]: Calculated Dynamic ZMP: x=10.3099152899, y=-8.19578998399
[INFO] [1729174843.942883]: Calculated ZMP: x=10.3099152899, y=-8.19578998399
[INFO] [1729174844.041771]: Calculated Dynamic CoM: x=6.4258240602, y=-2.23547808658, z=25.2073628817
